student_id,name,institution,degree,graduation_year,cgpa,technical_score,communication_score,behavioral_score,cognitive_score,resume_score,psychometric_behavioral,overall_score,experience_months,projects_count,is_placed,salary_lpa,role,placement_prob,technical_communication_balance,cgpa_overall_ratio
STU3035,Student_4532_3035,IIT Kharagpur,B.Sc Data Science,2027,10.0,41.3,42.0,25.1,57.2,32.5,51.1,39.7,0,1,0,0.0,Not Placed,49.7,0.9833333333333333,2.5188916876574305
STU3036,Student_7185_3036,DTU Delhi,B.E CSE,2025,7.4,34.0,31.4,20.0,48.2,20.0,57.2,31.4,0,1,1,4.0,QA Engineer,36.2,1.0828025477707006,2.356687898089172
STU3037,Student_7908_3037,IIT Bombay,B.Tech AI&ML,2027,8.0,50.0,29.7,40.9,78.3,31.8,59.9,46.5,0,0,0,0.0,Not Placed,57.0,1.6835016835016836,1.7204301075268817
STU3038,Student_3032_3038,SRM Chennai,B.Sc Data Science,2026,8.2,59.3,48.1,27.6,57.6,47.5,67.0,49.3,6,3,1,6.7,QA Engineer,60.5,1.2328482328482329,1.6632860040567952
STU3039,Student_7359_3039,IIT Kanpur,B.Tech IT,2026,8.1,49.8,58.6,23.7,68.2,24.0,64.6,46.5,0,3,0,0.0,Not Placed,54.1,0.8498293515358362,1.7419354838709677
STU3040,Student_9001_3040,SRM Chennai,B.Sc Data Science,2026,8.4,96.2,75.2,62.7,63.3,69.1,78.6,77.7,6,2,0,0.0,Not Placed,85.5,1.2792553191489362,1.0810810810810811
STU3041,Student_4922_3041,IIT Kharagpur,BCA,2025,6.2,79.5,65.4,27.6,78.1,51.0,53.8,63.2,0,1,0,0.0,Not Placed,65.5,1.2155963302752293,0.9810126582278481
STU3042,Student_5157_3042,IIT Madras,B.E CSE,2026,7.8,62.7,86.9,44.4,72.2,55.3,69.5,64.6,0,0,1,5.6,Business Analyst,66.0,0.7215189873417721,1.2074303405572757
STU3043,Student_8864_3043,VIT Vellore,B.Tech AI&ML,2026,7.9,71.3,40.6,20.0,62.5,60.4,63.2,52.5,0,0,0,0.0,Not Placed,55.5,1.7561576354679802,1.5047619047619047
STU3044,Student_2245_3044,NIT Trichy,B.Tech AI&ML,2025,7.2,73.6,36.9,47.6,60.4,40.4,72.6,55.8,6,2,1,6.8,QA Engineer,62.3,1.994579945799458,1.2903225806451613
STU3045,Student_1762_3045,IIT Hyderabad,B.Sc Data Science,2027,5.7,67.4,59.1,81.8,62.6,46.3,67.8,65.8,0,0,1,4.8,Junior Developer,59.5,1.140439932318105,0.8662613981762919
STU3046,Student_5759_3046,DTU Delhi,B.Sc Data Science,2026,6.5,57.6,20.0,50.5,87.4,56.2,60.0,53.0,12,2,0,0.0,Not Placed,53.3,2.88,1.2264150943396226
STU3047,Student_7924_3047,NIT Trichy,B.E CSE,2026,5.5,66.2,49.4,45.3,78.0,52.8,59.2,59.1,12,0,0,0.0,Not Placed,63.5,1.3400809716599191,0.9306260575296108
STU3048,Student_7743_3048,VIT Vellore,B.Tech CSE,2027,7.6,46.9,20.0,55.9,88.5,46.0,44.8,49.5,6,3,0,0.0,Not Placed,56.4,2.3449999999999998,1.5353535353535352
STU3049,Student_1603_3049,IIT Kharagpur,B.Tech AI&ML,2025,8.4,72.3,45.0,63.6,82.7,60.0,66.5,65.4,6,2,1,5.7,QA Engineer,73.4,1.6066666666666667,1.2844036697247705
STU3050,Student_6925_3050,VIT Vellore,B.Tech ECE,2025,8.3,47.9,39.9,20.0,90.0,44.7,59.8,46.7,0,1,0,0.0,Not Placed,55.1,1.200501253132832,1.7773019271948607
STU3051,Student_7538_3051,NIT Trichy,B.Tech ECE,2025,6.5,95.1,90.9,69.6,93.3,77.9,81.2,87.2,6,1,1,7.7,Software Engineer,84.0,1.046204620462046,0.7454128440366973
STU3052,Student_5533_3052,VIT Vellore,B.Tech IT,2025,7.5,66.4,60.5,51.5,58.7,26.9,51.0,57.1,0,2,1,5.7,QA Engineer,59.7,1.097520661157025,1.3134851138353765
STU3053,Student_7690_3053,Anna University,B.Tech AI&ML,2027,6.3,47.5,24.7,43.3,85.6,44.1,69.3,47.5,6,1,0,0.0,Not Placed,45.6,1.9230769230769231,1.3263157894736841
STU3054,Student_7281_3054,Anna University,B.Tech ME,2027,4.5,65.2,20.0,48.3,38.6,50.0,58.2,47.3,6,1,0,0.0,Not Placed,49.8,3.2600000000000002,0.9513742071881607
STU3055,Student_6621_3055,IIT Hyderabad,BCA,2025,8.7,75.1,58.3,57.6,64.6,61.9,66.0,65.3,6,2,1,6.7,Software Engineer,70.9,1.288164665523156,1.332312404287902
STU3056,Student_1059_3056,DTU Delhi,B.Tech ME,2027,6.7,40.1,23.1,20.0,58.9,42.3,53.8,35.7,18,3,0,0.0,Not Placed,44.4,1.7359307359307359,1.8767507002801118
STU3057,Student_6169_3057,IIT Kharagpur,B.Tech AI&ML,2027,8.9,83.2,76.5,39.3,81.8,53.8,64.6,69.9,0,0,1,7.3,Software Engineer,72.5,1.0875816993464054,1.273247496423462
STU3058,Student_2101_3058,IIT Kanpur,B.Tech ECE,2027,6.8,57.8,33.0,20.0,82.8,44.0,64.4,47.6,12,0,1,4.6,Technical Support,51.6,1.7515151515151515,1.4285714285714286
STU3059,Student_2479_3059,IIT Kharagpur,B.Tech AI&ML,2027,7.6,66.9,42.2,65.6,81.4,53.7,62.8,62.6,12,2,1,5.3,Technical Support,68.1,1.585308056872038,1.2140575079872205
STU3060,Student_1043_3060,IIT Kanpur,BCA,2027,8.0,95.0,45.9,68.9,86.9,58.2,60.8,75.1,12,0,1,10.3,Full Stack Developer,75.7,2.0697167755991286,1.0652463382157125
STU3061,Student_4701_3061,NSIT Delhi,B.Tech AI&ML,2027,8.0,57.8,38.5,27.3,80.8,49.0,65.1,50.4,6,2,1,4.0,Junior Developer,54.3,1.5012987012987011,1.5873015873015874
STU3062,Student_7656_3062,VIT Vellore,B.Sc Data Science,2026,8.2,59.8,67.3,20.0,44.1,26.1,57.2,47.6,18,0,1,4.4,QA Engineer,55.5,0.888558692421991,1.722689075630252
STU3063,Student_4078_3063,IIT Madras,B.Tech ME,2026,8.2,89.2,46.6,66.9,70.9,73.3,65.6,71.9,6,1,1,9.7,Data Analyst,75.8,1.9141630901287554,1.1404728789986092
STU3064,Student_2286_3064,NIT Trichy,B.E CSE,2027,10.0,91.6,56.2,35.3,68.7,75.5,64.4,68.2,6,1,1,9.3,Data Scientist,81.3,1.6298932384341636,1.466275659824047
STU3065,Student_6371_3065,NIT Trichy,B.Tech CSE,2027,7.8,34.4,30.6,20.0,99.1,20.0,56.8,39.0,6,5,0,0.0,Not Placed,46.6,1.1241830065359477,2.0
STU3066,Student_3798_3066,Anna University,B.Tech IT,2026,5.9,31.5,25.8,20.0,49.8,27.6,61.4,30.4,12,3,0,0.0,Not Placed,34.8,1.2209302325581395,1.9407894736842106
STU3067,Student_7173_3067,SRM Chennai,BCA,2027,7.3,100.0,72.2,74.5,72.1,66.8,67.9,81.8,0,1,1,10.5,Software Engineer,78.6,1.3850415512465373,0.8924205378973106
STU3068,Student_2502_3068,Anna University,B.Tech CSE,2027,7.4,71.1,20.7,20.0,83.6,48.9,61.3,50.5,12,0,1,6.4,Technical Support,52.8,3.434782608695652,1.4653465346534653
STU3069,Student_3082_3069,DTU Delhi,B.Tech ME,2026,7.0,73.4,50.6,47.6,59.5,61.0,66.7,60.4,0,2,1,6.7,Technical Support,67.8,1.4505928853754941,1.1589403973509933
STU3070,Student_4967_3070,NSIT Delhi,B.Tech CSE,2027,8.6,64.0,55.8,40.7,69.5,55.4,71.4,57.7,0,3,1,4.9,Technical Support,66.3,1.1469534050179213,1.4904679376083187
STU3071,Student_5836_3071,IIT Bombay,B.Tech ECE,2026,8.1,57.6,63.9,46.1,71.2,44.6,65.2,57.3,12,1,1,4.6,Technical Support,64.3,0.9014084507042254,1.4136125654450262
STU3072,Student_4207_3072,IIT Madras,B.Tech ECE,2026,5.4,66.4,64.4,68.5,68.4,53.7,66.8,65.4,0,1,1,5.8,Technical Support,60.5,1.031055900621118,0.8256880733944953
STU3073,Student_2440_3073,BITS Pilani,B.Tech ECE,2025,8.1,63.3,59.5,51.0,82.2,48.2,76.8,61.4,0,2,0,0.0,Not Placed,66.7,1.0638655462184874,1.3192182410423452
STU3074,Student_5965_3074,BITS Pilani,BCA,2026,7.8,49.8,33.4,31.9,58.2,36.3,61.2,42.8,6,0,0,0.0,Not Placed,50.1,1.4910179640718562,1.8224299065420562
STU3075,Student_6004_3075,NIT Trichy,B.Sc Data Science,2025,5.4,62.3,37.9,37.0,85.5,74.5,60.1,57.1,0,1,0,0.0,Not Placed,59.8,1.6437994722955145,0.9457092819614711
STU3076,Student_3316_3076,VIT Vellore,B.Sc Data Science,2026,7.1,76.9,61.1,63.9,68.5,57.2,74.8,67.9,18,2,1,7.3,Full Stack Developer,65.9,1.2585924713584289,1.0456553755522826
STU3077,Student_1375_3077,VIT Vellore,B.Tech ECE,2027,6.3,94.5,43.7,20.0,81.5,86.5,60.4,66.7,0,2,0,0.0,Not Placed,71.2,2.1624713958810067,0.944527736131934
STU3078,Student_1282_3078,IIT Madras,B.Tech ME,2025,7.4,59.4,33.5,61.1,54.3,51.3,71.3,53.0,0,1,1,5.9,Technical Support,59.5,1.7731343283582088,1.3962264150943395
STU3079,Student_9248_3079,IIT Delhi,B.Tech ME,2027,9.0,76.3,59.8,52.4,79.2,56.4,66.2,66.7,0,2,0,0.0,Not Placed,68.2,1.2759197324414715,1.3493253373313343
STU3080,Student_3793_3080,BITS Pilani,B.Tech IT,2027,8.9,70.0,40.8,20.0,71.3,39.8,56.5,51.3,0,0,1,5.9,Junior Developer,61.4,1.715686274509804,1.7348927875243665
STU3081,Student_2414_3081,DTU Delhi,B.Tech CSE,2025,6.6,71.9,47.9,32.2,44.4,47.3,52.5,52.6,6,3,1,6.5,Junior Developer,55.7,1.5010438413361171,1.2547528517110267
STU3082,Student_6762_3082,SRM Chennai,B.Tech ME,2025,7.1,42.1,27.0,29.6,57.6,38.7,48.0,38.6,0,0,1,3.9,QA Engineer,45.9,1.5592592592592593,1.8393782383419688
STU3083,Student_8590_3083,IIT Kharagpur,BCA,2027,7.4,78.7,68.1,76.3,64.4,61.5,55.3,72.2,0,0,1,8.0,Full Stack Developer,73.1,1.155653450807636,1.0249307479224377
STU3084,Student_6728_3084,IIT Bombay,B.Sc Data Science,2026,7.8,49.5,53.1,20.0,77.3,27.5,61.8,46.3,0,2,0,0.0,Not Placed,49.8,0.9322033898305084,1.6846652267818576
STU3085,Student_9384_3085,NSIT Delhi,B.Tech CSE,2027,6.7,54.7,26.1,64.9,60.7,44.4,63.6,50.9,18,1,0,0.0,Not Placed,58.8,2.0957854406130267,1.3163064833005895
STU3086,Student_7227_3086,IIT Madras,B.Sc Data Science,2027,6.8,61.0,48.6,21.1,86.3,63.0,67.0,54.5,12,0,0,0.0,Not Placed,53.1,1.2551440329218106,1.2477064220183487
STU3087,Student_7856_3087,NSIT Delhi,BCA,2026,4.0,73.5,45.6,39.7,41.5,64.7,58.3,55.5,6,2,1,6.2,Technical Support,58.1,1.6118421052631577,0.7207207207207207
STU3088,Student_6588_3088,IIT Madras,B.Tech CSE,2026,8.6,55.6,57.2,20.0,79.0,28.8,72.8,49.6,24,1,0,0.0,Not Placed,61.2,0.972027972027972,1.7338709677419355
STU3089,Student_6414_3089,VIT Vellore,B.Tech IT,2027,8.1,57.1,20.0,27.2,86.7,47.3,48.7,47.2,6,1,1,6.5,Technical Support,52.5,2.855,1.716101694915254
STU3090,Student_3204_3090,IIT Kanpur,B.Tech AI&ML,2027,9.0,74.8,33.8,20.0,60.6,37.6,77.0,49.8,0,2,1,8.2,Technical Support,60.4,2.21301775147929,1.8072289156626506
STU3091,Student_4893_3091,IIT Bombay,B.E CSE,2026,5.6,61.3,62.6,50.3,67.8,47.3,58.0,58.9,12,0,1,4.9,QA Engineer,60.2,0.9792332268370606,0.9507640067911715
STU3092,Student_2444_3092,IIT Bombay,B.E CSE,2027,7.8,87.1,51.7,48.8,55.8,72.4,73.6,66.2,0,1,0,0.0,Not Placed,69.5,1.6847195357833653,1.1782477341389728
STU3093,Student_8327_3093,IIT Bombay,B.Tech CSE,2025,6.1,67.9,37.4,59.0,67.6,36.1,66.1,56.8,6,3,1,4.2,Junior Developer,58.8,1.8155080213903745,1.073943661971831
STU3094,Student_9536_3094,IIT Hyderabad,BCA,2027,7.8,54.8,29.6,20.0,64.1,33.5,60.4,42.1,0,1,1,5.5,Technical Support,48.0,1.851351351351351,1.852731591448931
STU3095,Student_2999_3095,IIT Kharagpur,B.Tech AI&ML,2027,7.6,66.1,60.4,59.3,80.4,57.1,54.8,64.8,0,1,0,0.0,Not Placed,69.5,1.0943708609271523,1.1728395061728396
STU3096,Student_4921_3096,IIT Hyderabad,BCA,2025,6.5,80.0,57.1,63.7,85.0,55.3,67.1,70.4,12,1,1,5.9,Software Engineer,74.9,1.4010507880910683,0.9232954545454545
STU3097,Student_4621_3097,IIT Delhi,B.Tech IT,2026,7.1,54.3,55.8,33.5,70.2,33.8,60.1,50.8,12,2,0,0.0,Not Placed,50.3,0.9731182795698925,1.3976377952755907
STU3098,Student_7619_3098,BITS Pilani,B.Tech IT,2026,8.0,74.6,46.1,50.5,72.8,59.2,65.9,62.3,0,0,0,0.0,Not Placed,65.9,1.6182212581344901,1.2841091492776886
STU3099,Student_9762_3099,BITS Pilani,B.Tech ME,2025,7.7,66.2,29.8,37.0,74.0,54.1,71.6,53.0,6,0,1,6.1,QA Engineer,59.4,2.2214765100671143,1.4528301886792452
STU3100,Student_4577_3100,IIT Delhi,B.E CSE,2026,6.5,61.7,38.5,36.9,70.0,56.7,71.8,52.8,0,2,1,4.9,Technical Support,53.2,1.6025974025974026,1.2310606060606062
STU3101,Student_7920_3101,SRM Chennai,B.Tech IT,2027,7.8,48.4,26.9,39.9,45.8,22.6,66.6,39.4,0,1,1,5.6,Technical Support,48.0,1.7992565055762082,1.9796954314720814
STU3102,Student_8858_3102,IIT Kharagpur,B.Sc Data Science,2027,9.1,60.7,58.4,37.7,47.0,48.4,66.2,52.4,0,2,1,5.6,QA Engineer,59.2,1.0393835616438356,1.7366412213740459
STU3103,Student_2329_3103,SRM Chennai,BCA,2026,7.5,39.4,20.0,23.3,33.7,25.3,53.7,30.0,0,0,0,0.0,Not Placed,41.8,1.97,2.5
STU3104,Student_9240_3104,DTU Delhi,B.Tech AI&ML,2026,8.7,88.8,46.9,47.9,84.9,71.0,59.9,69.9,0,2,1,8.1,SDE-II,75.6,1.8933901918976546,1.244635193133047
STU3105,Student_9627_3105,VIT Vellore,B.Tech ME,2026,6.5,87.2,70.1,46.7,72.1,54.0,72.9,70.1,12,2,0,0.0,Not Placed,70.2,1.2439372325249645,0.9272467902995721
STU3106,Student_9077_3106,VIT Vellore,B.Sc Data Science,2026,7.6,83.6,62.0,73.8,40.0,64.6,79.9,68.9,0,1,1,7.2,Data Analyst,69.0,1.3483870967741935,1.1030478955007257
STU3107,Student_8140_3107,IIT Kharagpur,B.Tech ECE,2027,9.1,64.9,37.3,20.4,53.5,61.6,64.6,48.4,0,2,1,6.3,Junior Developer,57.6,1.7399463806970512,1.8801652892561984
STU3108,Student_4384_3108,NIT Trichy,B.Tech ME,2025,8.1,67.8,61.9,57.9,54.0,57.6,58.6,61.6,0,2,1,5.4,QA Engineer,69.5,1.0953150242326333,1.3149350649350648
STU3109,Student_8788_3109,BITS Pilani,B.Tech ME,2025,8.2,38.7,20.9,23.4,73.5,27.6,54.7,36.2,6,0,1,3.5,Junior Developer,49.8,1.8516746411483256,2.2651933701657456
STU3110,Student_3742_3110,SRM Chennai,B.Tech IT,2026,5.5,60.3,35.6,33.8,61.6,30.2,66.4,47.2,0,0,0,0.0,Not Placed,50.6,1.693820224719101,1.1652542372881356
STU3111,Student_1807_3111,IIT Bombay,B.Tech CSE,2026,9.0,100.0,95.4,38.5,63.9,79.7,68.9,79.3,0,2,1,11.2,SDE-II,78.6,1.0482180293501047,1.1349306431273645
STU3112,Student_6466_3112,IIT Kanpur,B.Tech AI&ML,2027,10.0,43.4,20.0,55.6,60.8,39.4,69.2,43.4,0,1,0,0.0,Not Placed,52.1,2.17,2.3041474654377883
STU3113,Student_8962_3113,IIT Bombay,BCA,2026,7.7,83.8,45.2,41.3,78.0,42.2,73.7,62.6,0,3,1,6.3,Software Engineer,65.2,1.8539823008849556,1.230031948881789
STU3114,Student_1670_3114,IIT Hyderabad,B.Tech IT,2026,7.7,32.4,20.0,20.0,82.1,20.0,61.1,33.7,12,1,0,0.0,Not Placed,45.8,1.6199999999999999,2.2848664688427296
STU3115,Student_3257_3115,SRM Chennai,B.Tech ME,2025,7.2,70.1,53.1,29.2,79.4,28.2,63.0,55.7,0,2,0,0.0,Not Placed,61.7,1.3201506591337098,1.2926391382405744
STU3116,Student_5897_3116,IIT Hyderabad,B.Tech ECE,2025,7.1,28.5,31.3,20.0,69.0,24.6,66.7,33.0,0,2,1,2.5,Technical Support,41.1,0.9105431309904153,2.1515151515151514
STU3117,Student_3515_3117,NSIT Delhi,BCA,2027,7.4,73.5,50.6,55.2,90.9,60.5,78.6,66.6,12,3,0,0.0,Not Placed,64.2,1.4525691699604744,1.1111111111111112
STU3118,Student_6258_3118,DTU Delhi,B.E CSE,2027,9.1,57.3,55.7,38.9,86.8,52.7,68.3,57.3,12,1,1,5.8,Technical Support,61.5,1.0287253141831239,1.5881326352530543
STU3119,Student_2463_3119,IIT Delhi,B.Tech IT,2025,7.8,70.9,47.2,38.0,96.4,62.4,61.3,62.6,0,1,1,6.8,Technical Support,65.7,1.5021186440677967,1.2460063897763578
STU3120,Student_5727_3120,DTU Delhi,B.Tech IT,2025,8.8,50.3,20.0,20.0,44.1,24.6,62.9,34.7,12,2,0,0.0,Not Placed,46.4,2.5149999999999997,2.536023054755043
STU3121,Student_6626_3121,IIT Bombay,B.Tech ECE,2027,7.4,57.7,20.0,32.1,43.9,41.8,74.6,41.4,0,2,1,4.6,QA Engineer,49.6,2.8850000000000002,1.7874396135265702
STU3122,Student_5543_3122,IIT Kharagpur,B.Tech ECE,2026,7.2,79.0,47.5,33.0,95.6,49.5,65.9,63.0,0,0,1,6.1,Software Engineer,67.4,1.6631578947368422,1.1428571428571428
STU3123,Student_9871_3123,IIT Delhi,B.E CSE,2027,6.4,78.0,50.0,58.8,78.8,59.5,70.1,66.8,0,1,1,6.7,Data Analyst,70.2,1.56,0.9580838323353293
STU3124,Student_7213_3124,NSIT Delhi,BCA,2027,9.1,88.5,88.5,56.2,58.2,95.7,62.2,78.2,6,0,1,8.5,ML Engineer,85.8,1.0,1.1636828644501278
STU3125,Student_4444_3125,BITS Pilani,B.Sc Data Science,2025,7.3,45.4,39.6,20.0,65.7,47.9,64.4,42.5,0,3,1,3.6,Technical Support,53.7,1.1464646464646464,1.7176470588235293
STU3126,Student_3862_3126,IIT Delhi,B.Tech CSE,2027,7.7,65.2,39.2,39.1,77.4,50.7,60.9,55.2,12,1,0,0.0,Not Placed,58.2,1.663265306122449,1.394927536231884
STU3127,Student_4948_3127,IIT Kharagpur,B.Tech ECE,2026,6.8,50.3,26.7,53.4,80.9,27.3,62.3,48.5,0,5,0,0.0,Not Placed,49.7,1.8838951310861423,1.402061855670103
STU3128,Student_1782_3128,IIT Bombay,B.Tech ECE,2026,6.7,35.3,39.3,20.0,69.2,20.0,61.8,36.6,12,2,0,0.0,Not Placed,44.0,0.8982188295165394,1.830601092896175
STU3129,Student_5306_3129,IIT Kanpur,B.Tech ECE,2027,7.3,63.0,48.6,38.0,69.4,44.2,50.1,54.2,18,1,1,4.4,Technical Support,56.5,1.2962962962962963,1.3468634686346863
STU3130,Student_9199_3130,NIT Trichy,B.Tech IT,2026,8.4,58.9,31.3,20.0,44.2,38.7,61.9,41.4,6,1,1,6.0,Junior Developer,47.7,1.8817891373801916,2.028985507246377
STU3131,Student_7447_3131,Anna University,BCA,2027,8.0,52.9,46.6,25.4,51.5,39.1,80.9,44.6,0,0,1,5.3,QA Engineer,51.3,1.1351931330472103,1.7937219730941703
STU3132,Student_7008_3132,NIT Trichy,BCA,2027,8.1,62.3,48.1,43.1,69.4,55.1,63.2,56.0,6,2,0,0.0,Not Placed,56.8,1.2952182952182951,1.4464285714285714
STU3133,Student_6636_3133,SRM Chennai,B.Sc Data Science,2026,6.1,55.8,51.1,32.9,74.5,41.2,57.1,51.6,0,2,1,4.6,Technical Support,52.5,1.0919765166340507,1.1821705426356588
STU3134,Student_9698_3134,NSIT Delhi,B.Sc Data Science,2027,6.3,43.3,48.4,20.0,58.9,54.0,63.0,43.1,0,0,0,0.0,Not Placed,48.5,0.8946280991735537,1.4617169373549883
STU3135,Student_5947_3135,SRM Chennai,B.Tech CSE,2026,8.0,60.3,31.8,44.7,65.1,49.1,73.3,51.1,24,1,1,5.2,Junior Developer,53.0,1.8962264150943395,1.5655577299412915
STU3136,Student_2573_3136,IIT Kharagpur,B.Tech AI&ML,2027,6.8,74.7,35.4,52.9,72.2,64.3,76.4,61.1,12,2,0,0.0,Not Placed,64.7,2.110169491525424,1.1129296235679214
STU3137,Student_5765_3137,IIT Bombay,BCA,2027,6.4,84.4,43.6,59.7,78.6,68.2,65.4,68.8,0,3,1,5.8,Full Stack Developer,67.6,1.9357798165137616,0.9302325581395349
STU3138,Student_7108_3138,DTU Delhi,B.Tech IT,2025,7.8,100.0,56.9,50.0,74.3,76.9,74.0,75.2,0,0,1,9.7,Data Analyst,74.5,1.757469244288225,1.0372340425531914
STU3139,Student_6700_3139,IIT Hyderabad,B.Tech CSE,2027,4.1,53.0,20.0,20.0,100.0,49.6,66.1,46.5,0,0,0,0.0,Not Placed,49.5,2.65,0.8817204301075269
STU3140,Student_7278_3140,SRM Chennai,B.Sc Data Science,2027,8.4,29.7,36.3,20.0,62.0,29.8,61.7,33.9,6,0,0,0.0,Not Placed,38.8,0.8181818181818182,2.4778761061946906
STU3141,Student_9667_3141,NIT Trichy,BCA,2027,5.9,67.0,61.3,30.6,89.7,43.1,74.2,59.6,0,2,0,0.0,Not Placed,56.2,1.0929853181076672,0.9899328859060402
STU3142,Student_6982_3142,IIT Hyderabad,B.E CSE,2027,6.7,86.1,89.9,54.7,62.1,59.6,81.4,74.3,0,1,0,0.0,Not Placed,74.5,0.9577308120133481,0.901749663526245
STU3143,Student_5095_3143,NIT Trichy,B.E CSE,2026,9.2,64.3,60.6,37.7,56.8,65.0,65.7,57.2,6,1,1,7.7,Technical Support,64.7,1.061056105610561,1.6083916083916083
STU3144,Student_1745_3144,SRM Chennai,B.Tech CSE,2026,6.3,65.8,60.4,20.0,73.4,45.6,62.3,54.7,24,0,1,4.4,QA Engineer,53.8,1.0894039735099337,1.1517367458866543
STU3145,Student_6659_3145,IIT Bombay,B.E CSE,2027,8.4,61.8,29.2,38.2,40.9,42.8,53.0,45.5,18,1,1,4.5,Technical Support,49.9,2.1164383561643834,1.8461538461538463
STU3146,Student_9069_3146,BITS Pilani,B.Sc Data Science,2027,4.4,20.0,33.9,20.0,62.0,27.3,58.7,29.8,6,0,0,0.0,Not Placed,28.9,0.5899705014749262,1.4765100671140938
STU3147,Student_8860_3147,DTU Delhi,B.Tech IT,2026,7.5,55.6,43.3,47.3,67.2,38.9,48.0,51.6,24,0,0,0.0,Not Placed,59.4,1.2840646651270209,1.4534883720930232
STU3148,Student_1366_3148,IIT Kanpur,B.Tech CSE,2027,7.8,40.8,38.0,22.9,71.6,41.1,59.3,41.3,6,2,0,0.0,Not Placed,44.1,1.0736842105263158,1.8886198547215498
STU3149,Student_8159_3149,NIT Trichy,B.Tech ME,2026,7.8,61.3,29.0,47.5,80.6,50.4,55.8,53.9,0,5,1,7.0,Technical Support,62.7,2.113793103448276,1.4471243042671615
STU3150,Student_7800_3150,IIT Kanpur,B.Tech AI&ML,2027,7.4,78.8,31.4,37.1,64.0,62.0,57.3,57.1,6,0,0,0.0,Not Placed,67.1,2.5095541401273884,1.295971978984238
STU3151,Student_9299_3151,NSIT Delhi,B.Tech IT,2026,7.1,44.2,29.2,20.0,77.4,24.8,56.4,39.4,0,0,1,4.4,Junior Developer,50.6,1.5136986301369864,1.8020304568527918
STU3152,Student_3723_3152,IIT Bombay,B.Sc Data Science,2027,6.8,70.9,53.2,35.1,66.0,39.3,74.7,56.3,0,0,1,5.0,Technical Support,61.7,1.3327067669172932,1.2078152753108349
STU3153,Student_9015_3153,NSIT Delhi,B.Tech ME,2026,8.3,33.1,20.0,20.0,41.0,37.2,77.8,29.5,0,2,0,0.0,Not Placed,43.7,1.655,2.8135593220338984
STU3154,Student_6217_3154,SRM Chennai,B.Sc Data Science,2027,6.2,67.3,67.0,35.8,61.5,31.5,69.3,56.5,0,2,1,4.9,QA Engineer,60.0,1.0044776119402985,1.0973451327433628
STU3155,Student_6194_3155,IIT Kharagpur,B.Sc Data Science,2025,6.6,70.7,51.8,45.4,66.7,76.0,74.5,61.8,6,2,1,6.7,Junior Developer,59.6,1.364864864864865,1.0679611650485437
STU3156,Student_6613_3156,IIT Bombay,B.E CSE,2026,8.2,72.0,48.7,60.7,71.7,46.4,63.7,62.5,0,0,1,8.2,Junior Developer,71.6,1.4784394250513346,1.312
STU3157,Student_9845_3157,IIT Bombay,B.E CSE,2026,6.4,63.8,60.5,43.7,59.2,67.9,73.3,58.8,0,2,0,0.0,Not Placed,63.7,1.0545454545454545,1.08843537414966
STU3158,Student_9799_3158,NSIT Delhi,B.Sc Data Science,2026,4.8,71.6,62.8,73.6,48.0,71.8,61.6,66.7,0,0,1,5.6,QA Engineer,67.8,1.1401273885350318,0.7196401799100449
STU3159,Student_9556_3159,IIT Kanpur,B.E CSE,2025,8.1,77.4,49.2,37.6,80.0,54.5,69.2,61.9,12,0,0,0.0,Not Placed,65.5,1.5731707317073171,1.308562197092084
STU3160,Student_8256_3160,IIT Delhi,B.E CSE,2026,9.6,75.8,55.0,36.2,54.8,73.9,71.3,60.4,18,1,1,7.8,Data Analyst,64.2,1.3781818181818182,1.589403973509934
STU3161,Student_8911_3161,IIT Madras,B.Tech CSE,2026,7.1,52.0,42.7,29.8,51.9,63.4,65.1,46.8,0,1,1,3.1,Junior Developer,53.8,1.2177985948477752,1.5170940170940173
STU3162,Student_3365_3162,DTU Delhi,BCA,2025,8.5,39.8,20.0,20.0,57.0,52.6,64.6,35.7,6,0,0,0.0,Not Placed,45.8,1.9899999999999998,2.380952380952381
STU3163,Student_7816_3163,IIT Delhi,B.Tech ECE,2026,8.1,70.3,49.8,64.4,57.6,76.9,64.7,63.8,0,0,1,6.7,Junior Developer,64.4,1.4116465863453815,1.2695924764890283
STU3164,Student_5911_3164,IIT Bombay,B.Tech IT,2027,5.8,58.7,42.5,26.5,67.3,30.3,61.1,47.5,0,0,1,5.3,QA Engineer,47.9,1.3811764705882354,1.2210526315789474
STU3165,Student_6382_3165,NSIT Delhi,B.Tech IT,2026,7.5,51.2,55.7,20.0,64.6,34.9,65.3,46.2,0,0,1,3.2,Junior Developer,53.6,0.9192100538599641,1.6233766233766234
STU3166,Student_4779_3166,IIT Hyderabad,B.Tech CSE,2026,7.4,28.1,32.7,20.0,71.7,20.0,64.5,33.1,24,2,1,2.9,QA Engineer,43.6,0.8593272171253822,2.2356495468277946
STU3167,Student_8971_3167,BITS Pilani,B.Tech CSE,2025,5.4,43.9,52.9,37.9,65.1,50.1,66.1,48.3,6,1,1,3.1,QA Engineer,47.0,0.8298676748582231,1.1180124223602486
STU3168,Student_1869_3168,IIT Bombay,B.Tech ECE,2027,7.8,74.3,59.6,84.1,67.1,57.5,61.2,70.6,24,0,1,5.6,Technical Support,76.1,1.2466442953020134,1.104815864022663
